Rank,Score,Listed Date,Product Title,Brand,ASIN,BSR,Competition Level,Competition Count,Opportunity Rating,Competition URL,Analysis Date
28,6,2022-06-08,"2022 Vacation Bible School Shirts Colorful VBS Staff T-Shirt","2022 VBS Shirts Kids & Adults Colorful Handprints",B0B3HM3TXL,527381,LOW,273,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=2022%20Vacation%20Bible%20School%20Shirts%20Colorful%20VBS%20Staff%20T-Shirt,6/2/2026
29,6,2018-11-14,"RV Co-Pilot Camping Motorhome Travel Vacation Gift T-Shirt","Matching Couples Camping Shirts",B07KK4NGTV,454712,LOW,279,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=RV%20Co-Pilot%20Camping%20Motorhome%20Travel%20Vacation%20Gift%20T-Shirt,6/2/2026
30,6,2026-03-07,"That's Bananas Funny Hawaii Summer Vacation Beach Family T-Shirt","That's Bananas Funny Hawaii Summer Vacation Beach.",B0GRMDQQPM,508079,LOW,280,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=That's%20Bananas%20Funny%20Hawaii%20Summer%20Vacation%20Beach%20Family%20T-Shirt,6/2/2026
31,6,2024-05-13,"Camping Is My Therapy Summer Vacation Family Matching Funny T-Shirt for Men Women Girls Kids","Camping Is My Therapy Summer Vacation Family Funny",B0D41QXNPN,404473,LOW,283,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Camping%20Is%20My%20Therapy%20Summer%20Vacation%20Family%20Matching%20Funny%20T-Shirt%20for%20Men%20Women%20Girls%20Kids,6/2/2026
32,6,2023-03-30,"Oneil Surname Funny Retro 90s Birthday Beach Family Vacation T-Shirt","Oneil Last Name Reunion Summer Cousin Squad Crew",B0BZZCFL28,414800,LOW,284,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Oneil%20Surname%20Funny%20Retro%2090s%20Birthday%20Beach%20Family%20Vacation%20T-Shirt,6/2/2026
33,6,2025-05-07,"Mama Strawberry Coquette Bow Summer Vacation Hawaii Beach T-Shirt","Mama Strawberry Coquette Bow Summer Hawaii Beach",B0F7R3YC2J,449864,LOW,287,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Mama%20Strawberry%20Coquette%20Bow%20Summer%20Vacation%20Hawaii%20Beach%20T-Shirt,6/2/2026
34,6,2025-07-03,"Flamingo Pink Palm Tree Tropical Beach Summer Vacation Women T-Shirt","Flamingo Pink Palm Tree Beach Summer",B0FGKFBXSK,258569,LOW,333,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Flamingo%20Pink%20Palm%20Tree%20Tropical%20Beach%20Summer%20Vacation%20Women%20T-Shirt,6/2/2026
35,6,2026-03-05,"Crabby Please Return to The Beach Summer Vacation Hawaii T-Shirt","Crabby Please Return To The Beach Summer Vacation.",B0GR8W4TC6,263553,LOW,340,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Crabby%20Please%20Return%20to%20The%20Beach%20Summer%20Vacation%20Hawaii%20T-Shirt,6/2/2026
36,6,2024-01-26,"Funny Feelin Salty Beach Summer Vacation Vintage 70's Retro T-Shirt","Retro Beach Vacation Summer Quotes Shirts & Gifts",B0CTBST7WT,254061,LOW,352,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Funny%20Feelin%20Salty%20Beach%20Summer%20Vacation%20Vintage%2070's%20Retro%20T-Shirt,6/2/2026
37,6,2025-05-04,"I Made A Poopy Funny Inappropriate Vacation Swap Adult T-Shirt","I Made A Poopy and My Tummy Feels Better by Zynx",B0F7GSPJRX,115238,LOW,391,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=I%20Made%20A%20Poopy%20Funny%20Inappropriate%20Vacation%20Swap%20Adult%20T-Shirt,6/2/2026
38,6,2024-05-08,"Florida Vacation Cute Alligator T-Shirt","Florida Vacation Cool Alligator Souvenirs",B0D3M63WXZ,289435,LOW,405,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Florida%20Vacation%20Cute%20Alligator%20T-Shirt,6/2/2026
39,6,2024-01-26,"Cali Girl California Beach Summer Vacation Vintage 70s Retro T-Shirt","Retro Beach Vacation Summer Quotes Shirts & Gifts",B0CTB5P56S,267504,LOW,416,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Cali%20Girl%20California%20Beach%20Summer%20Vacation%20Vintage%2070s%20Retro%20T-Shirt,6/2/2026
40,6,2025-04-05,"Board The Ship It's Graduation Trip 2026 Senior Cruise Party T-Shirt","Graduation Cruise Ship Vacation 2026 Costumes Tee.",B0F3V65PMS,207285,MEDIUM,611,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Board%20The%20Ship%20It's%20Graduation%20Trip%202026%20Senior%20Cruise%20Party%20T-Shirt,6/2/2026
41,6,2026-04-14,"Later Gator Funny Alligator Meme Teacher Kids Last Day T-Shirt","Last Day of School Summer Vacation Teachers Kids",B0GX54STXR,145304,MEDIUM,619,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Later%20Gator%20Funny%20Alligator%20Meme%20Teacher%20Kids%20Last%20Day%20T-Shirt,6/2/2026
42,6,2025-12-20,"2026 Cousin Crew Summer Vacation Beach Family Trips Matching T-Shirt","Family Reunion Vibes Cousin Camp making memories",B0G9SJ6G27,229683,HIGH,1000,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=2026%20Cousin%20Crew%20Summer%20Vacation%20Beach%20Family%20Trips%20Matching%20T-Shirt,6/2/2026
43,6,2024-03-20,"Cool Summer Vacation Men Women Sunset Beach Palm Tree T-Shirt","Women & Men Tropical Beach Vacation Co.",B0CYN9KWZV,236547,HIGH,1000,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Cool%20Summer%20Vacation%20Men%20Women%20Sunset%20Beach%20Palm%20Tree%20T-Shirt,6/2/2026
44,5,2025-02-20,"Parrot Sloth Turtle Vacation Tropical Pura Vida Costa Rica T-Shirt","Summer Family Vacation Pura Vida Costa Rica Beach",B0DXVVCMD3,702940,LOW,135,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Parrot%20Sloth%20Turtle%20Vacation%20Tropical%20Pura%20Vida%20Costa%20Rica%20T-Shirt,6/2/2026
45,5,2025-04-11,"Retro Summer Vibes Coquette Bow Watermelon Summer Vacation T-Shirt","Watermelon Coquette Bow Summer Vacation",B0F4JS48NR,401559,LOW,302,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Retro%20Summer%20Vibes%20Coquette%20Bow%20Watermelon%20Summer%20Vacation%20T-Shirt,6/2/2026
46,5,2026-05-10,"Groovy Aloha Pre-K Teacher Summer Vacation Beach Hawaiian T-Shirt","Aloha Pre-K Colourful Hawaiian Funny Summer",B0H186862X,383310,LOW,302,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Groovy%20Aloha%20Pre-K%20Teacher%20Summer%20Vacation%20Beach%20Hawaiian%20T-Shirt,6/2/2026
47,5,2024-01-26,"Funny Feelin Salty Beach Summer Vacation Vintage 70's Retro Tank Top","Retro Beach Vacation Summer Quotes Shirts & Gifts",B0CT9K5KN1,458574,LOW,323,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Funny%20Feelin%20Salty%20Beach%20Summer%20Vacation%20Vintage%2070's%20Retro%20Tank%20Top,6/2/2026
48,5,2019-07-11,"Vintage Bigfoot Surfing Beach Vacation Retro surf Sun Shaka Tank Top","Bigfoot UFO believe Shirts",B07V7X6HDN,428135,LOW,324,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Vintage%20Bigfoot%20Surfing%20Beach%20Vacation%20Retro%20surf%20Sun%20Shaka%20Tank%20Top,6/2/2026
49,5,2026-02-24,"VBS Crew 2026 Illumination Station Vacation Bible School T-Shirt","Illumination Station VBS 2026 Christian Kids",B0GPX3F73P,308411,LOW,334,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=VBS%20Crew%202026%20Illumination%20Station%20Vacation%20Bible%20School%20T-Shirt,6/2/2026
50,5,2024-05-09,"King of The Jungle Tropical Animal Adventure Vacation T-Shirt","King Jungle Tropical Animal Safari Gift Apparel",B0D3SNHB32,577335,LOW,335,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=King%20of%20The%20Jungle%20Tropical%20Animal%20Adventure%20Vacation%20T-Shirt,6/2/2026
51,5,2025-05-30,"Cruise Drink Package All-Star Fun Vacation T-Shirt","Cruise Party Drink Package Vacation Apparel",B0FBFM2HDC,556139,LOW,337,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Cruise%20Drink%20Package%20All-Star%20Fun%20Vacation%20T-Shirt,6/2/2026
52,5,2023-07-05,"I Love VBS Vacation Bible School Crew Church Summer Camp Men Women T-Shirt","VBS Matching Shirts Religious Bible Study Gifts",B0CB72QT6J,394509,LOW,337,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=I%20Love%20VBS%20Vacation%20Bible%20School%20Crew%20Church%20Summer%20Camp%20Men%20Women%20T-Shirt,6/2/2026
53,5,2024-03-18,"Aloha Women Hawaii Family Vacation Trip Girls Summer Groovy T-Shirt","Groovy Hawaii Summer Vacation",B0CYCSB78D,411438,LOW,342,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Aloha%20Women%20Hawaii%20Family%20Vacation%20Trip%20Girls%20Summer%20Groovy%20T-Shirt,6/2/2026
54,5,2025-10-14,"Alaska Northern Lights Viewing Moose Vacation Trip T-Shirt","Alaska Northern Lights Aurora",B0FW3HVX7K,473816,LOW,348,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Alaska%20Northern%20Lights%20Viewing%20Moose%20Vacation%20Trip%20T-Shirt,6/2/2026
55,5,2025-02-20,"Vacation Tropical Pura Vida Sloth Costa Rica T-Shirt","Summer Family Vacation Pura Vida Costa Rica Beach",B0DXVYR1JK,476303,LOW,349,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Vacation%20Tropical%20Pura%20Vida%20Sloth%20Costa%20Rica%20T-Shirt,6/2/2026
56,5,2026-04-24,"VBS Vibes Vacation Bible School Group VBS Camp VBS Crew T-Shirt","Groovy VBS Staff Vacation Bible School",B0GYFJDHPQ,440320,LOW,365,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=VBS%20Vibes%20Vacation%20Bible%20School%20Group%20VBS%20Camp%20VBS%20Crew%20T-Shirt,6/2/2026
57,5,2024-01-28,"Bahamas Beach Summer Vacation Sunset Vintage 70's Retro T-Shirt","Retro Beach Vacation Summer Quotes Shirts & Gifts",B0CTGJ11TM,528903,LOW,369,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Bahamas%20Beach%20Summer%20Vacation%20Sunset%20Vintage%2070's%20Retro%20T-Shirt,6/2/2026
58,5,2023-07-06,"Couples Trip Matching Summer Vacation Baecation Mode-Vibes T-Shirt","Couples Trip Summer Vacation Baecation Mode-Vibes",B0CB91YR6V,567854,LOW,375,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Couples%20Trip%20Matching%20Summer%20Vacation%20Baecation%20Mode-Vibes%20T-Shirt,6/2/2026
59,5,2025-01-17,"Life´s a Beach Summer Vacation Tropical Beach Design T-Shirt","Summer break casual wear Sun and Sand Apparel",B0DTB5RGLL,493685,LOW,381,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Life%C2%B4s%20a%20Beach%20Summer%20Vacation%20Tropical%20Beach%20Design%20T-Shirt,6/2/2026
60,5,2025-03-31,"Florida Alligator with Sunglasses Summer Vacation Tee T-Shirt","Matching Family Florida Alligator Kids Teen Women",B0F33YWLFF,472165,LOW,385,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Florida%20Alligator%20with%20Sunglasses%20Summer%20Vacation%20Tee%20T-Shirt,6/2/2026
61,5,2022-11-10,"Most Expensive Day Ever Funny Family Vacation Travel T-Shirt Small","SOMMAS",B0BLZX98K3,423472,LOW,391,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Most%20Expensive%20Day%20Ever%20Funny%20Family%20Vacation%20Travel%20T-Shirt%20Small,6/2/2026
62,5,2025-06-04,"Princess Security Protection Squad Vacation Family Matching T-Shirt","Princess Security Protection Family For Kids Girls",B0FBXVPDKT,411244,LOW,401,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Princess%20Security%20Protection%20Squad%20Vacation%20Family%20Matching%20T-Shirt,6/2/2026
63,5,2024-12-14,"80th Birthday Cruise Squad Friends Family Vacation Matching T-Shirt","80 Year Old Cruise 80th Birthday Cruise Squad 2026",B0DQGT5L96,315335,LOW,407,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=80th%20Birthday%20Cruise%20Squad%20Friends%20Family%20Vacation%20Matching%20T-Shirt,6/2/2026
64,5,2024-04-28,"Retro I Love VBS 2024 Vacation Bible School Christian T-Shirt","VBS 2024 Christian Jesus Camp Tee Gifts",B0D2VPFRD7,436363,LOW,422,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Retro%20I%20Love%20VBS%202024%20Vacation%20Bible%20School%20Christian%20T-Shirt,6/2/2026
65,5,2025-05-25,"Philippines Tshirt Filipino Vacation Vintage Souvenir Manila T-Shirt","Philippines Tshirt Men Women Filipino Manila",B0F9VLTNV8,430823,LOW,443,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Philippines%20Tshirt%20Filipino%20Vacation%20Vintage%20Souvenir%20Manila%20T-Shirt,6/2/2026
66,5,2025-06-16,"Vintage Hibiscus Flower Beach Summer Aloha Hawaiian Vacation T-Shirt","Aloha Hawaii Hibiscus Hawaiian Vacation",B0FD9N9TDT,473798,LOW,465,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Vintage%20Hibiscus%20Flower%20Beach%20Summer%20Aloha%20Hawaiian%20Vacation%20T-Shirt,6/2/2026
