Rank,Score,Listed Date,Product Title,Brand,ASIN,BSR,Competition Level,Competition Count,Opportunity Rating,Competition URL,Analysis Date
19,5,2025-08-10,"Three Golden Retriever Howling at the Moon tie dye Green Premium Tri-Blend T-Shirt","3 Golden retriever howling green",B0FLWNVKL6,1785179,LOW,43,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Three%20Golden%20Retriever%20Howling%20at%20the%20Moon%20tie%20dye%20Green%20Premium%20Tri-Blend%20T-Shirt,5/31/2026
20,5,2026-05-09,"It's Lake Time Golden Retriever Swimming Vintage Design T-Shirt","It's Lake Time Golden Retriever Lake Life Summer",B0H14PJ1RF,1512631,LOW,52,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=It's%20Lake%20Time%20Golden%20Retriever%20Swimming%20Vintage%20Design%20T-Shirt,5/31/2026
21,5,2019-12-04,"Golden Retriever Riding Dinosaur T rex Gifts Boys Rainbow T-Shirt Small","Golden Retriever DU Clothing",B0829Y6T67,1639590,LOW,57,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Golden%20Retriever%20Riding%20Dinosaur%20T%20rex%20Gifts%20Boys%20Rainbow%20T-Shirt%20Small,5/31/2026
22,5,2026-05-17,"It’s Lake Time Golden Retriever Vintage Lake Life T-Shirt","Lake Retriever Outfitters Co.",B0H2331FZ4,1553240,LOW,60,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=It%E2%80%99s%20Lake%20Time%20Golden%20Retriever%20Vintage%20Lake%20Life%20T-Shirt,5/31/2026
23,5,2026-01-27,"Sunshine Wrapped in Fur Golden Retriever Design T-Shirt","Mademark",B0GK2M47PZ,1134422,LOW,70,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Sunshine%20Wrapped%20in%20Fur%20Golden%20Retriever%20Design%20T-Shirt,5/31/2026
24,5,2025-03-08,"Superhero Golden Retriever Red Cape Super Hero Dog T-Shirt","Golden Retriever Lover",B0DZT6QJ9T,1532608,LOW,81,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Superhero%20Golden%20Retriever%20Red%20Cape%20Super%20Hero%20Dog%20T-Shirt,5/31/2026
25,5,2026-03-17,"Country Style T-Shirt","Golden Retriever Cowboy Vintage Western Hat",B0GSW3W4N7,1156129,LOW,83,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Country%20Style%20T-Shirt,5/31/2026
26,5,2024-08-01,"White English Cream Golden Retriever Flower Wreath Puppy Long Sleeve T-Shirt","Funny English Cream Golden Retriever Gifts",B0DBVV6TGC,1534168,LOW,84,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=White%20English%20Cream%20Golden%20Retriever%20Flower%20Wreath%20Puppy%20Long%20Sleeve%20T-Shirt,5/31/2026
27,5,2024-05-15,"Majestic White English Cream Golden Retriever Sketch Devine T-Shirt","White Golden Retriever Dog Mom Dad Kids Gifts",B0D4891SXL,1660176,LOW,85,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Majestic%20White%20English%20Cream%20Golden%20Retriever%20Sketch%20Devine%20T-Shirt,5/31/2026
28,5,2024-05-01,"Light Golden Retriever Jowls Top, Paws Cream Lab Dog Mom Dad T-Shirt","MonsterMuttz",B0D342Q183,1578793,LOW,93,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Light%20Golden%20Retriever%20Jowls%20Top%2C%20Paws%20Cream%20Lab%20Dog%20Mom%20Dad%20T-Shirt,5/31/2026
29,5,2019-09-27,"Retirement Planning - Petting My Golden Retriever T-Shirt","Golden Retriever Planet",B07YGC3ZFQ,1701187,LOW,95,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Retirement%20Planning%20-%20Petting%20My%20Golden%20Retriever%20T-Shirt,5/31/2026
30,5,2025-12-19,"Black Labrador Ramen Noodles Japanese Anime Foodie Lab Dog T-Shirt","Black Labrador, Dog Lover , Lab mom ,Lab Dad",B0G99RWTYX,663332,LOW,114,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Black%20Labrador%20Ramen%20Noodles%20Japanese%20Anime%20Foodie%20Lab%20Dog%20T-Shirt,5/31/2026
31,5,2026-02-18,"Retro Golden Retriever Zoomies Club Dog Lover T-Shirt","Labrador Wear",B0GP1N318W,654589,LOW,115,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Retro%20Golden%20Retriever%20Zoomies%20Club%20Dog%20Lover%20T-Shirt,5/31/2026
32,5,2025-03-31,"Golden Retriever Cowboy UFO, Golden Retriever Cowboy Hat T-Shirt","Taco-Dogs",B0F3427GN2,703708,LOW,116,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Golden%20Retriever%20Cowboy%20UFO%2C%20Golden%20Retriever%20Cowboy%20Hat%20T-Shirt,5/31/2026
33,5,2025-01-14,"Goldendoodle Coquette Valentine's Day Golden Doodle T-Shirt","Funny trending tshirt",B0DT1NDQFM,774685,LOW,144,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Goldendoodle%20Coquette%20Valentine's%20Day%20Golden%20Doodle%20T-Shirt,5/31/2026
34,5,2026-01-13,"I Got that Dog in Me Golden Retriever Smoking Beer Dog Meme T-Shirt","Funny Smoking Dog Meme Cigarette Men Women Tee",B0GGHQW31T,835686,LOW,157,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=I%20Got%20that%20Dog%20in%20Me%20Golden%20Retriever%20Smoking%20Beer%20Dog%20Meme%20T-Shirt,5/31/2026
35,5,2024-03-07,"Life is Better Chocolate Labrador Owner Chocolate Lab Lover T-Shirt","Chocolate Lab Dad Chocolate Labrador Mom",B0CXF1V2SK,605222,LOW,159,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Life%20is%20Better%20Chocolate%20Labrador%20Owner%20Chocolate%20Lab%20Lover%20T-Shirt,5/31/2026
36,5,2025-01-27,"I Put The Gay In Dyslexia Funny Dog Meme Bootleg Men Women T-Shirt","MildlyPerturbed",B0DV536DH4,684796,LOW,250,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=I%20Put%20The%20Gay%20In%20Dyslexia%20Funny%20Dog%20Meme%20Bootleg%20Men%20Women%20T-Shirt,5/31/2026
37,5,2019-07-04,"Dog School Trainer Labrador Golden Retriever T-Shirt","Dog Sitting Apparel",B07TZY29T5,807117,LOW,257,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Dog%20School%20Trainer%20Labrador%20Golden%20Retriever%20T-Shirt,5/31/2026
38,5,2026-05-12,"Funny Golden Retriever Drinking Beer Meme T-Shirt","Dog Drinking Beer Meme",B0H1HZRV5V,740680,LOW,276,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Funny%20Golden%20Retriever%20Drinking%20Beer%20Meme%20T-Shirt,5/31/2026
39,5,2026-02-09,"Funny Golden Retriever Driving Meme Dog Driving A Car T-Shirt","Funny Golden Retriever Driving Meme Dog Tees",B0GMHB4Y5W,632351,LOW,283,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Funny%20Golden%20Retriever%20Driving%20Meme%20Dog%20Driving%20A%20Car%20T-Shirt,5/31/2026
40,5,2026-05-21,"Golden Retriever Drinking Beer Funny Dog Meme Comfort Colors Crop Top","Funny Golden Retriever Dog Drinking Beer Meme",B0H2JDHD3Y,821684,LOW,293,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Golden%20Retriever%20Drinking%20Beer%20Funny%20Dog%20Meme%20Comfort%20Colors%20Crop%20Top,5/31/2026
41,5,2024-08-13,"Golden Retriever Dandelion Cute Flower Golden Mom T-Shirt","GroovyBDT",B0DCY6J8X6,608397,LOW,295,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Golden%20Retriever%20Dandelion%20Cute%20Flower%20Golden%20Mom%20T-Shirt,5/31/2026
42,5,2026-04-23,"Golden Retriever Drinking Beer Funny Dog Meme T-Shirt","Funny Golden Retriever Beer Meme",B0GY7QW3DJ,379195,LOW,319,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Golden%20Retriever%20Drinking%20Beer%20Funny%20Dog%20Meme%20T-Shirt,5/31/2026
43,5,2026-02-18,"Golden Retriever Drinking Iced Coffee Funny Dog Meme T-Shirt","Funny Golden Retriever Meme Designs",B0GP285FL3,478326,LOW,333,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Golden%20Retriever%20Drinking%20Iced%20Coffee%20Funny%20Dog%20Meme%20T-Shirt,5/31/2026
44,5,2025-06-05,"Labrador Retriever Love Line Art Minimalist Lab Dog Lover T-Shirt","Lab Dog Love Threads",B0FC5JYDYG,564886,LOW,368,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Labrador%20Retriever%20Love%20Line%20Art%20Minimalist%20Lab%20Dog%20Lover%20T-Shirt,5/31/2026
45,5,2023-03-20,"Retro Styled Vintage Golden Retriever T-Shirt","Golden Retriever by Treaja",B0BYZPC34M,558330,LOW,497,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Retro%20Styled%20Vintage%20Golden%20Retriever%20T-Shirt,5/31/2026
46,5,2018-07-18,"The Lab Father T-Shirt Funny Labrador Dad Gift Shirt T-Shirt","Best Lab Dog Dad Ever Tee Shirts For Men",B07FNW4X3B,543628,MEDIUM,571,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=The%20Lab%20Father%20T-Shirt%20Funny%20Labrador%20Dad%20Gift%20Shirt%20T-Shirt,5/31/2026
47,5,2018-10-18,"Labrador Retriever Shirt Play Fetch Black Lab T-Shirt T-Shirt","Dog Smiles",B07JJ4LBD4,461053,MEDIUM,612,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Labrador%20Retriever%20Shirt%20Play%20Fetch%20Black%20Lab%20T-Shirt%20T-Shirt,5/31/2026
48,5,2019-06-25,"Golden Retriever American Flag Bandana 4th of July Tshirt T-Shirt","Golden Retriever USA Bandana 4th Of July Shirt",B07THH32WH,463098,MEDIUM,620,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Golden%20Retriever%20American%20Flag%20Bandana%204th%20of%20July%20Tshirt%20T-Shirt,5/31/2026
49,5,2019-07-22,"Stay Golden Retriever Dog T-Shirt","Golden Retrievers",B07VKH3ZYM,485611,MEDIUM,632,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Stay%20Golden%20Retriever%20Dog%20T-Shirt,5/31/2026
50,5,2022-08-18,"Golden Retriever Dog Life is Golden Retro Vintage T-Shirt Small","Golden Retriever Clothing Accessories",B0BB5SP7R9,458618,MEDIUM,650,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Golden%20Retriever%20Dog%20Life%20is%20Golden%20Retro%20Vintage%20T-Shirt%20Small,5/31/2026
51,5,2024-06-29,"The Dog Father Brown Labrador Chocolate Retriever Lab Dad T-Shirt","Raf THE ARTIST Designs",B0D8FMWXMD,315505,MEDIUM,720,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=The%20Dog%20Father%20Brown%20Labrador%20Chocolate%20Retriever%20Lab%20Dad%20T-Shirt,5/31/2026
52,5,2025-05-22,"Golden Retriever 4th of July Dog USA Flag Man Woman T-Shirt","Golden Retriever Fourth of July American Gifts",B0F9MYGT2K,565624,HIGH,904,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Golden%20Retriever%204th%20of%20July%20Dog%20USA%20Flag%20Man%20Woman%20T-Shirt,5/31/2026
53,5,2021-12-05,"Dog Golden Dad - Vintage Golden Retriever Dad T-Shirt Small","Retro Golden Retriever Papa Geschenk Für Herren",B09N2NLMRW,535284,HIGH,1000,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Dog%20Golden%20Dad%20-%20Vintage%20Golden%20Retriever%20Dad%20T-Shirt%20Small,5/31/2026
54,5,2026-05-16,"Golden Retriever 250 Anniversary USA 250th 4th of July Dogs T-Shirt","Golden Retriever 250th Anniversary USA 250 Years",B0H2231Z36,586605,HIGH,1000,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Golden%20Retriever%20250%20Anniversary%20USA%20250th%204th%20of%20July%20Dogs%20T-Shirt,5/31/2026
55,5,2025-02-25,"Goldendoodle Sunglasses T-Shirt","ÄGoldendoodleCo.",B0DYF2RFLX,579715,HIGH,1000,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Goldendoodle%20Sunglasses%20T-Shirt,5/31/2026
56,4,2022-09-02,"Life Is Better With A Golden Retriever Summer Vintage Sun Long Sleeve T-Shirt","Retro Rustic Sunset Golden Retriever Dog Mom & Dad",B0BCXHNBWG,2435126,LOW,21,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Life%20Is%20Better%20With%20A%20Golden%20Retriever%20Summer%20Vintage%20Sun%20Long%20Sleeve%20T-Shirt,5/31/2026
57,4,2024-08-23,"Dog Spelled Backwards is God English Cream Golden Retriever T-Shirt for Men Women","White English Cream Golden Retriever God Tee Gifts",B0DF2YNNLT,2196348,LOW,90,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Dog%20Spelled%20Backwards%20is%20God%20English%20Cream%20Golden%20Retriever%20T-Shirt%20for%20Men%20Women,5/31/2026
58,4,2023-04-15,"White English Cream Golden Retriever Simply Golden Long Sleeve T-Shirt","Simply Golden",B0C2KNZRSL,1097455,LOW,105,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=White%20English%20Cream%20Golden%20Retriever%20Simply%20Golden%20Long%20Sleeve%20T-Shirt,5/31/2026
59,4,2025-07-07,"Floral Labrador Retriever Silhouette Vintage Labrador Boho T-Shirt","Floral Dog Vintage Labrador Tees Co.",B0FGX4FQGP,1136085,LOW,108,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Floral%20Labrador%20Retriever%20Silhouette%20Vintage%20Labrador%20Boho%20T-Shirt,5/31/2026
60,4,2024-07-29,"Golden Retriever Dog Official Sleepshirt Napping Pajamas Men Women Kids T-Shirt","Official Sleepshirt Pajamas Nightgown Sleepwear",B0DBH9GH2B,1896307,LOW,112,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Golden%20Retriever%20Dog%20Official%20Sleepshirt%20Napping%20Pajamas%20Men%20Women%20Kids%20T-Shirt,5/31/2026
61,4,2024-08-11,"Women's Love White English Cream Golden Retriever Mom Dog Puppy V-Neck T-Shirt","Funny English Cream Golden White Retriever Gifts",B0DCTWGSBB,1525831,LOW,113,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Women's%20Love%20White%20English%20Cream%20Golden%20Retriever%20Mom%20Dog%20Puppy%20V-Neck%20T-Shirt,5/31/2026
62,4,2021-09-09,"Peace Love Golden Retriever Tie Dye Rainbow Dog Lover T-Shirt","Dog Tees Co.",B09FS2BCH6,1871461,LOW,121,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Peace%20Love%20Golden%20Retriever%20Tie%20Dye%20Rainbow%20Dog%20Lover%20T-Shirt,5/31/2026
63,4,2025-06-01,"Golden Retriever Surfing Japanese Wave Great Wave T-Shirt","Golden Retriever Surfing Japan Surfer Anime",B0FBL8CBGB,1687245,LOW,124,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Golden%20Retriever%20Surfing%20Japanese%20Wave%20Great%20Wave%20T-Shirt,5/31/2026
64,4,2025-12-29,"Golden Grandma of A Golden Retriever Grandma Sunflower T-Shirt","Cute Grandma Of A Golden Retriever Grandmother",B0GD2PQ5NB,1078227,LOW,134,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Golden%20Grandma%20of%20A%20Golden%20Retriever%20Grandma%20Sunflower%20T-Shirt,5/31/2026
65,4,2025-11-14,"Good Boy Tee Duck Hunting Labrador Retriever for Men Boys T-Shirt","Duck Hunting Dog Retriever Tee Good Boy Vintage",B0G2BMLX79,1216009,LOW,142,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Good%20Boy%20Tee%20Duck%20Hunting%20Labrador%20Retriever%20for%20Men%20Boys%20T-Shirt,5/31/2026
66,4,2023-05-26,"Spring Flower Golden Retriever - Canine Lover Dog Owner T-Shirt","Golden Retriever Shirts",B0C6FQBVSZ,1817179,LOW,147,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Spring%20Flower%20Golden%20Retriever%20-%20Canine%20Lover%20Dog%20Owner%20T-Shirt,5/31/2026
67,4,2024-08-16,"Love is White English Cream Golden Retriever Mom Dog Puppy T-Shirt","Funny English Cream Golden White Retriever Gifts",B0DDCKPVT3,1792812,LOW,150,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Love%20is%20White%20English%20Cream%20Golden%20Retriever%20Mom%20Dog%20Puppy%20T-Shirt,5/31/2026
68,4,2026-05-07,"Big Stretch Funny Golden Retriever Stretching Dog Lover T-Shirt","Funny Big Stretch Dog Lover Tees",B0GZW1ZVCG,1541612,LOW,162,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Big%20Stretch%20Funny%20Golden%20Retriever%20Stretching%20Dog%20Lover%20T-Shirt,5/31/2026
