Rank,Score,Listed Date,Product Title,Brand,ASIN,BSR,Competition Level,Competition Count,Opportunity Rating,Competition URL,Analysis Date
11,6,2023-02-10,"Salem Apothecary Medicines Herbal Witch Bat Beige T-Shirt","Salem Apothecary Herbalist Halloween Gifts",B0BVD2L1QF,857195,LOW,39,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Salem%20Apothecary%20Medicines%20Herbal%20Witch%20Bat%20Beige%20T-Shirt,6/2/2026
12,6,2018-11-27,"Official Hell's Kitchen It's Raw! T-Shirt T-Shirt","Hell's Kitchen",B07KXPWCFM,638957,LOW,48,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Official%20Hell's%20Kitchen%20It's%20Raw!%20T-Shirt%20T-Shirt,6/2/2026
13,6,2021-12-12,"Food Lover, Calcifer's Bacon and Egg Cook T-Shirt","Visit Chef Store",B09NJCVMGZ,747955,LOW,63,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Food%20Lover%2C%20Calcifer's%20Bacon%20and%20Egg%20Cook%20T-Shirt,6/2/2026
14,6,2026-01-16,"Women's Sourdough is My Love Language Baking Humor V-Neck T-Shirt","N/A",B0GH62M5LC,693116,LOW,69,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Women's%20Sourdough%20is%20My%20Love%20Language%20Baking%20Humor%20V-Neck%20T-Shirt,6/2/2026
15,6,2025-02-08,"Charleston South Carolina Blue Crab Since 1670 Cyan Letters T-Shirt","Charleston SC Vintage Crab Arched Letters Gifts",B0DWHHTW97,612664,LOW,70,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Charleston%20South%20Carolina%20Blue%20Crab%20Since%201670%20Cyan%20Letters%20T-Shirt,6/2/2026
16,6,2026-02-06,"Culinary That's What I Do I Cook Stuff and I Know Things Ret T-Shirt","Culinary Kitchen Humor Vintage",B0GM1KN5N3,608820,LOW,88,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Culinary%20That's%20What%20I%20Do%20I%20Cook%20Stuff%20and%20I%20Know%20Things%20Ret%20T-Shirt,6/2/2026
17,6,2021-05-08,"Chef Just A Girl Who Loves Cooking Flowers Cook Culinary T-Shirt","Chef Cooking Clothes Co.",B094GGDPBW,625515,LOW,99,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Chef%20Just%20A%20Girl%20Who%20Loves%20Cooking%20Flowers%20Cook%20Culinary%20T-Shirt,6/2/2026
18,6,2024-03-21,"Mushrooms Art Graphic Nature Drawing Motif Mushrooms T-Shirt","@rtY",B0CYQCLD74,601261,LOW,100,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Mushrooms%20Art%20Graphic%20Nature%20Drawing%20Motif%20Mushrooms%20T-Shirt,6/2/2026
19,6,2021-08-03,"Heard Funny Chef Funny Restaurant Slang Lingo Chef Cooking T-Shirt","Heard Funny Chef Funny Line Cook",B09BTQ4BMT,486816,LOW,125,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Heard%20Funny%20Chef%20Funny%20Restaurant%20Slang%20Lingo%20Chef%20Cooking%20T-Shirt,6/2/2026
20,6,2023-04-06,"Looney Tunes Sylvester Airbrushed T-Shirt","Popfunk",B0C1MZRNHG,469735,LOW,167,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Looney%20Tunes%20Sylvester%20Airbrushed%20T-Shirt,6/2/2026
21,6,2025-09-16,"Salted Butter Social Club Funny Butter Lover Sweet Cream T-Shirt","Salted Butter Social Club Retro Foodie Baking Tee",B0FRB1J4F5,592430,LOW,181,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Salted%20Butter%20Social%20Club%20Funny%20Butter%20Lover%20Sweet%20Cream%20T-Shirt,6/2/2026
22,6,2023-07-25,"Taters Po-Ta-Toes Potato Boil Em Mash Em Stick Em in A Stew T-Shirt","Taters Po-Ta-Toes Potato Lover Cook Chef",B0CCS9GRQW,425240,LOW,182,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Taters%20Po-Ta-Toes%20Potato%20Boil%20Em%20Mash%20Em%20Stick%20Em%20in%20A%20Stew%20T-Shirt,6/2/2026
23,6,2026-03-06,"Quote T-Shirt","Some Of Y’all’s Cornbread Ain’t Done In The Middle",B0GRGXJC6L,536143,LOW,197,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Quote%20T-Shirt,6/2/2026
24,6,2022-03-07,"Lemon Pocket Funny Lemon in Pocket T-Shirt","Vegan Vegetarian Ideas",B09V15BHM2,392201,LOW,209,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Lemon%20Pocket%20Funny%20Lemon%20in%20Pocket%20T-Shirt,6/2/2026
25,6,2026-01-20,"Sweet Green Pickle Relish Funny DIY Halloween Costume T-Shirt","Funny Sweet Relish DIY Condiment Green Pickle 2026",B0GHQC52DW,502642,LOW,257,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Sweet%20Green%20Pickle%20Relish%20Funny%20DIY%20Halloween%20Costume%20T-Shirt,6/2/2026
26,6,2026-01-20,"Its Fri Yay Lunch Lady Life Cafeteria Crew T-Shirt","Lunch Lady Life Cafeteria Worker Friday",B0GHRH513D,530210,LOW,283,Good,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Its%20Fri%20Yay%20Lunch%20Lady%20Life%20Cafeteria%20Crew%20T-Shirt,6/2/2026
27,5,2019-05-13,"Kitchen Vegetable Identification Reference Table T-Shirt","Wissenschaft Pflanze Karotte Kürbis Kartoffel",B07RQMPJQC,1924624,LOW,8,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Kitchen%20Vegetable%20Identification%20Reference%20Table%20T-Shirt,6/2/2026
28,5,2022-04-28,"Womens Cornflower Blue, Corning USA, Vintage Kitchen Casserole T-Shirt","Cornflower Blue",B09Z1VJ2LP,1009555,LOW,47,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Womens%20Cornflower%20Blue%2C%20Corning%20USA%2C%20Vintage%20Kitchen%20Casserole%20T-Shirt,6/2/2026
29,5,2018-12-11,"Official Red Hell's Kitchen Logo T-Shirt T-Shirt","Hell's Kitchen",B07L9GR8B8,1261590,LOW,72,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Official%20Red%20Hell's%20Kitchen%20Logo%20T-Shirt%20T-Shirt,6/2/2026
30,5,2025-12-29,"Pasta Princess Retro Italian Noodle Foodie Lover T-Shirt","Vintage Food Lover Classic Retro Kitchen Culture",B0GCYJ4N2F,1009374,LOW,100,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Pasta%20Princess%20Retro%20Italian%20Noodle%20Foodie%20Lover%20T-Shirt,6/2/2026
31,5,2021-09-07,"Koch Chef Chef's Knife Skull T-Shirt","cook gadgets for men",B09FLP2ZMX,627599,LOW,109,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Koch%20Chef%20Chef's%20Knife%20Skull%20T-Shirt,6/2/2026
32,5,2019-11-25,"Pierogi Squad Pierogi, Perogi, Pierogies Polish T-Shirt","Polish Polska Fan Pierogi Fun Gift",B081ZTCHVN,632561,LOW,119,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Pierogi%20Squad%20Pierogi%2C%20Perogi%2C%20Pierogies%20Polish%20T-Shirt,6/2/2026
33,5,2026-01-30,"Take Me to The Thrift Shop Vintage Thrifting Kitchen T-Shirt","Funny Take Me To The Thrift Shop Vintage",B0GKMC8X2P,792393,LOW,125,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Take%20Me%20to%20The%20Thrift%20Shop%20Vintage%20Thrifting%20Kitchen%20T-Shirt,6/2/2026
34,5,2024-09-20,"What's Cookin' Chef Cook Cooking Food Dishes Cooks T-Shirt","Cooking Chef Cook Gifts",B0DHKV2XWQ,625069,LOW,127,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=What's%20Cookin'%20Chef%20Cook%20Cooking%20Food%20Dishes%20Cooks%20T-Shirt,6/2/2026
35,5,2026-03-29,"Banana Bread Baddie Kitchen Humor Baking Women Quote T-Shirt","Cute Banana Bread Baddie Baker Meme",B0GVBT49SH,847340,LOW,128,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Banana%20Bread%20Baddie%20Kitchen%20Humor%20Baking%20Women%20Quote%20T-Shirt,6/2/2026
36,5,2022-03-25,"Black Cat Drinking Coffee Because Murder is Wrong Vintage T-Shirt Small","Funny Black Cat Drinking Coffee Vintage Gifts Tee",B09WJ44HBX,655122,LOW,167,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Black%20Cat%20Drinking%20Coffee%20Because%20Murder%20is%20Wrong%20Vintage%20T-Shirt%20Small,6/2/2026
37,5,2015-09-01,"Got Rice? T-Shirt T-Shirt","Asian Tees Merch",B07PQJ2Q6M,796760,LOW,224,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Got%20Rice%3F%20T-Shirt%20T-Shirt,6/2/2026
38,5,2024-07-01,"Blueberry Summer Cottagecore Berries Aesthetic Botanical T-Shirt","Blueberry Summer Tee Gifts",B0D8JRLGKJ,743997,LOW,234,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Blueberry%20Summer%20Cottagecore%20Berries%20Aesthetic%20Botanical%20T-Shirt,6/2/2026
39,5,2025-02-22,"Baking It's How I Hug Funny Baker for Chefs Baking Lover T-Shirt","Baking It's How I Hug Kitchen Lovers For Chef",B0DY5BB7NN,744584,LOW,241,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Baking%20It's%20How%20I%20Hug%20Funny%20Baker%20for%20Chefs%20Baking%20Lover%20T-Shirt,6/2/2026
40,5,2024-11-13,"Kitchen Man Funny Gift Idea Chef Cook Beer Premium Tri-blend T-Shirt","Divertidas Cocinero Original",B0DMXTFRXD,676238,LOW,249,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Kitchen%20Man%20Funny%20Gift%20Idea%20Chef%20Cook%20Beer%20Premium%20Tri-blend%20T-Shirt,6/2/2026
41,5,2026-02-06,"Chef That's What I Do I Cook Stuff and I Know Things Retro T-Shirt","Culinary Master Kitchen Humor Vintage",B0GM1V6QWW,817064,LOW,251,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Chef%20That's%20What%20I%20Do%20I%20Cook%20Stuff%20and%20I%20Know%20Things%20Retro%20T-Shirt,6/2/2026
42,5,2026-02-05,"Dibs On The Chef Funny Relationship Quote Apparel T-Shirt","Dibs Kitchen Co.",B0GLRBZY78,960395,LOW,253,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Dibs%20On%20The%20Chef%20Funny%20Relationship%20Quote%20Apparel%20T-Shirt,6/2/2026
43,5,2026-02-26,"Mommy's Little Meatball Mom Funny Family Kitchen Saying T-Shirt","Mommy Mom Little Meatball Family Kitchen Love",B0GQC224R1,634441,LOW,268,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Mommy's%20Little%20Meatball%20Mom%20Funny%20Family%20Kitchen%20Saying%20T-Shirt,6/2/2026
44,5,2023-02-08,"Funny Retro Vintage Wooden Spoon Survivor T-Shirt","Funny Wooden Spoon Surviver Gifts for Men & Women",B0BV7HT7W5,659850,LOW,276,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Funny%20Retro%20Vintage%20Wooden%20Spoon%20Survivor%20T-Shirt,6/2/2026
45,5,2023-02-08,"Funny Retro Vintage Wooden Spoon Survivor T-Shirt","Funny Wooden Spoon Surviver Gifts for Men & Women",B0BV7GRL39,850149,LOW,276,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Funny%20Retro%20Vintage%20Wooden%20Spoon%20Survivor%20T-Shirt,6/2/2026
46,5,2024-08-01,"Vintage Old Row Smokin' Meats and Clapping Cheeks Funny BBQ T-Shirt","Old Row Smokin' Meats And Clapping Cheeks Pig Tees",B0DBVDNGWJ,752630,LOW,283,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Vintage%20Old%20Row%20Smokin'%20Meats%20and%20Clapping%20Cheeks%20Funny%20BBQ%20T-Shirt,6/2/2026
47,5,2021-08-03,"86 86'd Funny Chef Funny Restaurant Slang T-Shirt","86 86'd Funny Chef Funny Line Cook A Restaurant",B09BTJVTSZ,786355,LOW,283,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=86%2086'd%20Funny%20Chef%20Funny%20Restaurant%20Slang%20T-Shirt,6/2/2026
48,5,2018-01-30,"Cool Vintage 1984 World Fair Louisiana T-Shirt","Vintage 1980s Louisiana Culture Fair",B079G1D72G,988898,LOW,288,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Cool%20Vintage%201984%20World%20Fair%20Louisiana%20T-Shirt,6/2/2026
49,5,2019-11-22,"Dead Inside Funny Gothic Skull Mushroom Sarcastic Emo Goth Tank Top","Gothic Horror Merch",B081W6VSHC,762069,LOW,300,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Dead%20Inside%20Funny%20Gothic%20Skull%20Mushroom%20Sarcastic%20Emo%20Goth%20Tank%20Top,6/2/2026
50,5,2018-02-02,"Cool Culinary Gangster Gift for Pro Cooking Master T-Shirt","Chef Knife Skull Gangster Shirt For Men and Women",B079KB5D3C,510835,LOW,320,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Cool%20Culinary%20Gangster%20Gift%20for%20Pro%20Cooking%20Master%20T-Shirt,6/2/2026
51,5,2018-11-02,"Chef Definition Funny Line Saying Cook Cooking Gifts Chefs T-Shirt","J.Bergsonn: Fun Chef Cooking Culinary Gift",B07K54N9VD,596408,LOW,338,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Chef%20Definition%20Funny%20Line%20Saying%20Cook%20Cooking%20Gifts%20Chefs%20T-Shirt,6/2/2026
52,5,2018-03-14,"Chef and Cook Gifts - I Cook and I Know Things Funny Cooking T-Shirt","Chef & Cook Gear",B07BGZSFLK,301914,LOW,343,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Chef%20and%20Cook%20Gifts%20-%20I%20Cook%20and%20I%20Know%20Things%20Funny%20Cooking%20T-Shirt,6/2/2026
53,5,2024-11-21,"Secret Ingredient Funny Cooking Cook Chef T-Shirt","CHEF STYLE - Funny Cook Gifts & Clothes",B0DNRT62HX,479936,LOW,357,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Secret%20Ingredient%20Funny%20Cooking%20Cook%20Chef%20T-Shirt,6/2/2026
54,5,2025-11-15,"Pickles Funny Design for Snack and Food Fans T-Shirt","Pickle Humor Snack Meme Food Lovers",B0G2H3VHH3,432439,LOW,387,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Pickles%20Funny%20Design%20for%20Snack%20and%20Food%20Fans%20T-Shirt,6/2/2026
55,5,2025-04-20,"Funny Lunch Lady Is It Summer Break Yet Last Day Of School T-Shirt","Cool Cafeteria Lady Last Day Of School Vacation",B0F5NLL8XR,499517,LOW,428,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Funny%20Lunch%20Lady%20Is%20It%20Summer%20Break%20Yet%20Last%20Day%20Of%20School%20T-Shirt,6/2/2026
56,5,2026-01-27,"Cook Knives Restaurant Chef Culinary Cooking Kitchen Crew T-Shirt","Culinary Best Cook Gear Gag Recipe Squad Graphics",B0GK13Q15V,415081,LOW,450,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Cook%20Knives%20Restaurant%20Chef%20Culinary%20Cooking%20Kitchen%20Crew%20T-Shirt,6/2/2026
57,5,2026-04-15,"Kitchen Closed Lunch Lady Last Day of School Summer Break T-Shirt","Funny Last Day Of School Lunch Lady",B0GXCLKS4P,416812,MEDIUM,552,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Kitchen%20Closed%20Lunch%20Lady%20Last%20Day%20of%20School%20Summer%20Break%20T-Shirt,6/2/2026
58,5,2024-11-26,"Funny Pickleball Shirt If You Can Read This Kitchen Joke T-Shirt","Funny Pickleball Gifts for Women Men Kids Mom Dad",B0DP3GZ4SP,326013,MEDIUM,639,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Funny%20Pickleball%20Shirt%20If%20You%20Can%20Read%20This%20Kitchen%20Joke%20T-Shirt,6/2/2026
59,5,2023-08-28,"for Cooks T-Shirt","Yes Chef Funny Restaurant Kitchen Staff Sayings",B0CGRT7YRG,368509,HIGH,945,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=for%20Cooks%20T-Shirt,6/2/2026
60,4,2026-01-21,"Masa Magic Happens Here Mexican Kitchen Design T-Shirt","Mademark",B0GHZF49S5,2879436,LOW,10,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Masa%20Magic%20Happens%20Here%20Mexican%20Kitchen%20Design%20T-Shirt,6/2/2026
61,4,2024-04-02,"Vintage 33rd US President Harry Truman Heat Kitchen Quote T-Shirt","Trumped Xpress",B0CZPKD4VG,3969909,LOW,13,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Vintage%2033rd%20US%20President%20Harry%20Truman%20Heat%20Kitchen%20Quote%20T-Shirt,6/2/2026
62,4,2023-09-19,"Put women back in the kitchen T-Shirt","funny Men's rights advocate",B0CJC35W2Q,3118911,LOW,20,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Put%20women%20back%20in%20the%20kitchen%20T-Shirt,6/2/2026
63,4,2026-04-16,"Monster Hunter Stories 3 Eleanor's Kitchen -FP T-Shirt","Capcom",B0GXG578NB,2549714,LOW,24,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Monster%20Hunter%20Stories%203%20Eleanor's%20Kitchen%20-FP%20T-Shirt,6/2/2026
64,4,2025-09-06,"Sometimes i question My Sanity Unicorn in the Kitchen Women T-Shirt","Unicorn cooking women",B0FQ312DP9,3450623,LOW,24,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Sometimes%20i%20question%20My%20Sanity%20Unicorn%20in%20the%20Kitchen%20Women%20T-Shirt,6/2/2026
65,4,2026-01-16,"in My Granny Era Vintage Goose Kitchen Shelf Grandma Core T-Shirt","In My Granny Era Goose Kitchen Shelf Grandma Core",B0GH4N3R8V,3735520,LOW,27,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=in%20My%20Granny%20Era%20Vintage%20Goose%20Kitchen%20Shelf%20Grandma%20Core%20T-Shirt,6/2/2026
66,4,2024-08-14,"Womens HELL'S KITCHEN 10036 NEW YORK CITY / NYC Athletic Design V-Neck T-Shirt","Hell’s Kitchen New York NY 10036 Athletic Designs",B0DD3RDJ1P,3681832,LOW,37,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Womens%20HELL'S%20KITCHEN%2010036%20NEW%20YORK%20CITY%20%2F%20NYC%20Athletic%20Design%20V-Neck%20T-Shirt,6/2/2026
67,4,2024-06-29,"Womens Bitch, I Am The Secret Ingredient Pin Up Girl In Kitchen V-Neck T-Shirt","Bitch, I Am The Secret Ingredient Pin Up Girl Gear",B0D8GBC77G,2956548,LOW,42,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Womens%20Bitch%2C%20I%20Am%20The%20Secret%20Ingredient%20Pin%20Up%20Girl%20In%20Kitchen%20V-Neck%20T-Shirt,6/2/2026
68,4,2026-04-21,"Dachshund Baker Dog Bakery Bread Pastry Kitchen Scene T-Shirt","Dogs Human Jobs Studio",B0GXYJD9MQ,3936304,LOW,42,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Dachshund%20Baker%20Dog%20Bakery%20Bread%20Pastry%20Kitchen%20Scene%20T-Shirt,6/2/2026
69,4,2025-06-05,"Graphic Onion Retro American Flag Dabbing Onion Lover T-Shirt","Cool Dab Onion Vintage USA Flag Men Women Kids",B0FC1Z7Y46,2770839,LOW,45,Average,https://www.amazon.com/s?i=fashion-novelty&rh=p_6%3AATVPDKIKX0DER&s=relevancerank&hidden-keywords=Graphic%20Onion%20Retro%20American%20Flag%20Dabbing%20Onion%20Lover%20T-Shirt,6/2/2026
